# TStart[MJD] TEnd[MJD] Flux[ph/cm^2/s] Flux_error[ph/cm^22/s] TS
57172.65527 57175.65527 5.79884e-08 4.16409e-08 3.73035
57175.65527 57178.65527 8.91999e-08 4.87712e-08 8.57197
57178.65527 57181.65527 4.70638e-08 3.77618e-08 2.84151
57181.65527 57184.65527 5.18779e-08 3.76802e-08 2.90226
57184.65527 57187.65527 1.76724e-07 5.24297e-08 31.71390
57187.65527 57190.65527 8.20242e-08 3.27890e-08 14.71440
57190.65527 57193.65527 1.05502e-07 3.43755e-08 24.70640
57193.65527 57196.65527 2.26811e-08 2.25345e-08 1.40429
57196.65527 57199.65527 3.71571e-08 3.66542e-08 1.37299
57199.65527 57202.65527 8.39351e-08 4.64856e-08 5.59412
57202.65527 57205.65527 1.68125e-07 5.25600e-08 28.51280
57205.65527 57208.65527 1.31598e-07 5.03123e-08 20.29670
57208.65527 57211.65527 1.86278e-07 6.04859e-08 19.15970
57211.65527 57214.65527 7.37843e-08 4.08742e-08 6.38146
57214.65527 57217.65527 4.06423e-08 3.78351e-08 2.02866
57217.65527 57220.65527 1.20022e-07 4.98866e-08 12.83400
57220.65527 57223.65527 7.88488e-08 5.52455e-08 3.07036
57223.65527 57226.65527 5.15699e-08 3.89701e-08 3.16103
57226.65527 57229.65527 1.06227e-07 5.26553e-08 7.78284
57229.65527 57232.65527 1.60462e-07 4.78265e-08 41.30000
57232.65527 57235.65527 2.14969e-08 3.09735e-08 0.72809
57235.65527 57238.65527 1.83677e-07 4.90967e-08 48.60690
57238.65527 57241.65527 1.16223e-07 4.47642e-08 15.37710
57241.65527 57244.65527 1.18852e-07 4.70714e-08 13.57650
57244.65527 57247.65527 1.42075e-08 3.54037e-08 0.21352
57247.65527 57250.65527 1.03370e-07 4.36989e-08 11.56020
57250.65527 57253.65527 7.09263e-08 3.63806e-08 8.32138
57253.65527 57256.65527 3.16491e-08 3.19732e-08 1.94640
57256.65527 57259.65527 6.00533e-08 3.65410e-08 7.91153
57259.65527 57262.65527 1.35121e-07 5.21165e-08 13.20970
57262.65527 57265.65527 3.20988e-08 2.87159e-08 4.50775
57265.65527 57268.65527 2.02807e-11 5.54551e-13 -0.00069
57268.65527 57271.65527 8.15822e-08 4.75102e-08 4.71773
57271.65527 57274.65527 1.11551e-07 4.66542e-08 12.49990
57274.65527 57277.65527 2.02807e-11 1.00608e-13 -0.00095
57277.65527 57280.65527 8.49892e-08 5.73422e-08 3.27246
57280.65527 57283.65527 8.91453e-08 5.18447e-08 4.71139
57283.65527 57286.65527 8.75324e-08 4.48307e-08 6.70436
57286.65527 57289.65527 5.36395e-08 3.10340e-08 7.40191
57289.65527 57292.65527 7.55679e-08 3.47703e-08 15.67990
57292.65527 57295.65527 7.08375e-08 3.86696e-08 7.79191
57295.65527 57298.65527 7.54775e-08 3.98661e-08 7.99766
57298.65527 57301.65527 1.73642e-07 5.17533e-08 27.26980
57301.65527 57304.65527 2.28468e-08 4.02242e-08 0.44735
57304.65527 57307.65527 4.38196e-08 2.92572e-08 7.74723
57307.65527 57310.65527 3.24700e-08 4.20729e-08 0.73923
57310.65527 57313.65527 1.06743e-07 4.49261e-08 13.81540
57313.65527 57316.65527 5.92762e-08 4.11591e-08 3.42269
57316.65527 57319.65527 9.44056e-08 4.42450e-08 10.90180
57319.65527 57322.65527 4.26893e-08 3.44763e-08 2.65916
57322.65527 57325.65527 8.20262e-08 4.27427e-08 7.85758
57325.65527 57328.65527 2.02807e-11 6.90236e-13 -0.00012
57328.65527 57331.65527 3.34195e-08 2.78209e-08 6.09735
57331.65527 57334.65527 2.02807e-11 2.06513e-13 -0.00174
57334.65527 57337.65527 7.35276e-08 4.67280e-08 4.19137
57337.65527 57340.65527 3.00605e-08 3.05828e-08 1.91062
57340.65527 57343.65527 8.88438e-09 2.72068e-08 0.07777
57343.65527 57346.65527 3.23843e-08 2.94158e-08 2.26052
57346.65527 57349.65527 3.86080e-08 3.33334e-08 3.40513
57349.65527 57352.65527 2.02807e-11 1.09984e-14 -0.00129
57352.65527 57355.65527 8.52769e-08 4.05544e-08 9.66436
57355.65527 57358.65527 3.16916e-08 2.85843e-08 2.82506
57358.65527 57361.65527 9.85688e-08 4.33280e-08 13.72900
57361.65527 57364.65527 2.51511e-08 2.90531e-08 1.45243
57364.65527 57367.65527 2.71622e-08 2.69120e-08 3.17300
57367.65527 57370.65527 6.48556e-08 3.81158e-08 5.46382
57370.65527 57373.65527 8.99061e-08 4.39533e-08 14.29980
57373.65527 57376.65527 1.32237e-08 2.72066e-08 0.47031
57376.65527 57379.65527 2.02807e-11 1.68344e-12 -0.00030
57379.65527 57382.65527 5.37970e-08 3.41730e-08 6.75636
57382.65527 57385.65527 2.42782e-08 3.15532e-08 0.93914
57385.65527 57388.65527 9.12013e-08 3.80657e-08 14.66030
57388.65527 57391.65527 3.13877e-08 3.90612e-08 0.94430
57391.65527 57394.65527 2.19854e-08 3.35431e-08 0.54300
57394.65527 57397.65527 3.83411e-08 3.90158e-08 1.69095
57397.65527 57400.65527 2.02807e-11 4.27239e-15 -0.00052
57400.65527 57403.65527 3.23693e-08 3.39940e-08 1.59369
57403.65527 57406.65527 2.79893e-07 5.86479e-08 62.36290
57406.65527 57409.65527 1.41954e-07 4.64577e-08 21.51090
57409.65527 57412.65527 1.46245e-07 4.97222e-08 21.61630
57412.65527 57415.65527 1.03901e-07 4.29430e-08 12.54810
57415.65527 57418.65527 3.68791e-08 3.28875e-08 1.97433
57418.65527 57421.65527 6.53489e-08 3.45307e-08 8.30004
57421.65527 57424.65527 1.11202e-08 2.86753e-08 0.13384
57424.65527 57427.65527 6.71156e-08 4.37678e-08 4.88869
57427.65527 57430.65527 2.02807e-11 3.71226e-14 -0.00188
57430.65527 57433.65527 3.45909e-08 2.87888e-08 3.91920
57433.65527 57436.65527 1.41658e-08 1.75987e-08 1.47428
57436.65527 57439.65527 4.86357e-08 3.15353e-08 9.57291
57439.65527 57442.65527 8.24800e-08 4.68000e-08 4.97270
57442.65527 57445.65527 1.04619e-07 5.22015e-08 6.70028
57445.65527 57448.65527 8.34825e-08 3.74847e-08 13.02760
57448.65527 57451.65527 2.02807e-11 1.97452e-13 -0.00018
57451.65527 57454.65527 2.02807e-11 5.16545e-14 -0.00080
57454.65527 57457.65527 6.72317e-08 4.17139e-08 4.48506
57457.65527 57460.65527 4.33934e-08 3.17458e-08 3.82065
57460.65527 57463.65527 8.70185e-08 4.76351e-08 5.62412
57463.65527 57466.65527 9.85728e-08 4.20005e-08 13.10020
57466.65527 57469.65527 8.69422e-08 4.50584e-08 6.23233
57469.65527 57472.65527 1.07087e-07 4.94215e-08 9.04005
57472.65527 57475.65527 5.18682e-08 3.83807e-08 2.79787
57475.65527 57478.65527 9.79458e-08 4.81831e-08 7.61202
57478.65527 57481.65527 1.51059e-07 5.60214e-08 13.70450
57481.65527 57484.65527 6.83570e-08 4.94094e-08 3.09940
57484.65527 57487.65527 2.02807e-11 4.28472e-13 -0.00045
57487.65527 57490.65527 5.39215e-08 3.39164e-08 6.52475
57490.65527 57493.65527 2.02807e-11 1.82379e-14 -0.00138
57493.65527 57496.65527 2.45944e-08 3.13748e-08 0.82647
57496.65527 57499.65527 3.28374e-08 3.86992e-08 0.96982
57499.65527 57502.65527 4.93557e-08 3.42599e-08 4.81830
57502.65527 57505.65527 2.02807e-11 1.11146e-12 -0.00020
57505.65527 57508.65527 2.02807e-11 2.54932e-14 -0.00048
57508.65527 57511.65527 7.03182e-09 2.76192e-08 0.03995
57511.65527 57514.65527 6.28656e-08 3.66351e-08 5.08610
57514.65527 57517.65527 2.02807e-11 2.62770e-15 -0.00304
57517.65527 57520.65527 2.02807e-11 2.98761e-13 -0.00024
57520.65527 57523.65527 1.06147e-07 4.25138e-08 16.05680
57523.65527 57526.65527 1.38251e-07 5.47621e-08 12.97230
57526.65527 57529.65527 1.20029e-07 5.59403e-08 11.25870
57529.65527 57532.65527 6.97118e-08 4.29369e-08 6.06898
57532.65527 57535.65527 9.59682e-08 5.29128e-08 7.60309
57535.65527 57538.65527 1.75188e-07 5.58413e-08 31.56050
57538.65527 57541.65527 1.22695e-07 4.82318e-08 12.94270
57541.65527 57544.65527 1.13729e-07 4.68731e-08 15.87720
57544.65527 57547.65527 6.77741e-08 4.29505e-08 5.46130
57547.65527 57550.65527 1.72536e-07 5.89772e-08 16.70600
57550.65527 57553.65527 1.12832e-07 5.23200e-08 10.32210
57553.65527 57556.65527 3.22941e-08 2.94181e-08 2.69151
57556.65527 57559.65527 5.37834e-08 4.43258e-08 3.92744
57559.65527 57562.65527 1.30602e-07 5.67499e-08 12.08180
57562.65527 57565.65527 6.45849e-08 4.37030e-08 5.41046
57565.65527 57568.65527 6.18932e-08 3.81157e-08 5.27423
57568.65527 57571.65527 5.48454e-08 3.55739e-08 5.98809
57571.65527 57574.65527 5.20144e-08 3.89807e-08 3.03911
57574.65527 57577.65527 7.75819e-08 4.62919e-08 4.41656
57577.65527 57580.65527 1.54710e-07 6.15638e-08 11.21380
57580.65527 57583.65527 1.20585e-07 5.42043e-08 10.87680
57583.65527 57586.65527 5.09018e-08 3.57347e-08 5.60411
57586.65527 57589.65527 1.18815e-07 6.72462e-08 4.38143
57589.65527 57592.65527 1.05297e-07 5.77412e-08 10.47690
57592.65527 57595.65527 1.11456e-07 4.83657e-08 13.06710
57595.65527 57598.65527 1.08517e-07 5.29724e-08 7.62080
57598.65527 57601.65527 1.34364e-07 4.88742e-08 18.59900
57601.65527 57604.65527 2.79920e-07 1.20967e-07 12.70020
57607.65527 57610.65527 1.03030e-07 6.08592e-08 6.21730
57610.65527 57613.65527 6.32060e-08 4.34920e-08 3.24916
57613.65527 57616.65527 8.64430e-08 4.12828e-08 7.47610
57616.65527 57619.65527 1.80159e-07 5.11992e-08 31.20930
57619.65527 57622.65527 7.57225e-08 4.31057e-08 4.81275
57622.65527 57625.65527 4.43901e-09 2.21034e-08 0.02370
57625.65527 57628.65527 3.05145e-08 2.70615e-08 3.21722
57628.65527 57631.65527 7.80234e-08 4.23834e-08 8.21416
57631.65527 57634.65527 8.38898e-08 5.25288e-08 3.99114
57634.65527 57637.65527 8.12695e-08 4.46343e-08 7.61619
57637.65527 57640.65527 1.58314e-08 3.04926e-08 0.34532
57640.65527 57643.65527 6.13409e-08 3.51044e-08 8.74797
57643.65527 57646.65527 1.74828e-07 5.29794e-08 33.07900
57646.65527 57649.65527 3.30931e-07 7.32028e-08 48.26330
57649.65527 57652.65527 1.53898e-07 5.77778e-08 13.19760
57652.65527 57655.65527 2.02807e-11 2.86568e-12 -0.00022
57655.65527 57658.65527 2.93424e-07 6.69201e-08 47.79570
57658.65527 57661.65527 3.15382e-07 7.13092e-08 60.68040
57661.65527 57664.65527 1.20849e-07 5.56318e-08 12.77160
57664.65527 57667.65527 1.63580e-07 6.45366e-08 13.69130
57667.65527 57670.65527 2.60661e-07 6.84783e-08 42.90920
57670.65527 57673.65527 5.95031e-08 3.25850e-08 6.52906
57673.65527 57676.65527 2.43696e-09 2.06352e-08 0.00358
57676.65527 57679.65527 1.24602e-07 5.02280e-08 15.30870
57679.65527 57682.65527 5.73259e-08 3.79274e-08 6.04222
57682.65527 57685.65527 2.02807e-11 1.88155e-13 -0.00156
57685.65527 57688.65527 8.06921e-09 4.09232e-08 0.04578
57688.65527 57691.65527 2.02807e-11 6.14691e-14 -0.00026
57691.65527 57694.65527 2.25251e-08 3.73820e-08 0.53195
57694.65527 57697.65527 3.04146e-08 2.73994e-08 5.39900
57697.65527 57700.65527 9.30091e-08 4.98341e-08 8.04101
57700.65527 57703.65527 6.60665e-08 4.93517e-08 2.60204
57703.65527 57706.65527 1.08812e-07 5.33756e-08 11.17160
57706.65527 57709.65527 2.02807e-11 1.27225e-13 -0.00011
57709.65527 57712.65527 5.45437e-08 3.84669e-08 3.13846
57712.65527 57715.65527 1.61388e-08 3.10489e-08 0.29023
57715.65527 57718.65527 3.37887e-08 2.69588e-08 4.20365
57718.65527 57721.65527 6.10112e-08 3.55716e-08 6.03978
57721.65527 57724.65527 8.87769e-08 4.26045e-08 7.88344
57724.65527 57727.65527 9.82651e-10 3.24273e-08 0.00103
57727.65527 57730.65527 5.32100e-08 3.64237e-08 3.85395
57730.65527 57733.65527 6.15615e-08 3.16815e-08 12.94080
57733.65527 57736.65527 2.69034e-08 3.30945e-08 1.32026
57736.65527 57739.65527 2.91087e-08 3.99101e-08 0.71208
57739.65527 57742.65527 2.02807e-11 2.40744e-14 -0.00051
57742.65527 57745.65527 6.89920e-08 3.64009e-08 10.45110
57745.65527 57748.65527 1.01622e-07 5.18891e-08 8.41823
57748.65527 57751.65527 1.70001e-08 3.86324e-08 0.22867
57751.65527 57754.65527 4.18333e-08 4.96044e-08 1.15071
57754.65527 57757.65527 2.02807e-11 2.49139e-13 -0.00069
57757.65527 57760.65527 3.76560e-08 4.22744e-08 1.09107
57760.65527 57763.65527 2.44833e-08 2.50988e-08 2.58749
57763.65527 57766.65527 1.14921e-08 2.84754e-08 0.19755
57766.65527 57769.65527 5.96899e-08 3.75025e-08 7.41971
57769.65527 57772.65527 3.09587e-08 3.05931e-08 2.44228
57772.65527 57775.65527 1.59318e-08 3.18913e-08 0.31402
57775.65527 57778.65527 7.89332e-08 4.20150e-08 8.09665
57778.65527 57781.65527 6.41334e-08 4.24218e-08 3.34534
57781.65527 57784.65527 3.75286e-08 3.37190e-08 2.07920
57784.65527 57787.65527 9.57028e-08 4.66175e-08 9.80925
57787.65527 57790.65527 1.08311e-08 2.76927e-08 0.15880
57790.65527 57793.65527 7.40751e-08 4.28462e-08 5.54021
57793.65527 57796.65527 2.97251e-08 4.39735e-08 0.57962
57796.65527 57799.65527 8.03835e-08 5.05989e-08 3.96210
57799.65527 57802.65527 4.87671e-08 5.20790e-08 1.04487
57802.65527 57805.65527 5.22783e-08 4.20001e-08 2.71274
57805.65527 57808.65527 2.02807e-11 2.48443e-14 -0.00139
57808.65527 57811.65527 5.89935e-08 4.00434e-08 4.21125
57811.65527 57814.65527 2.02807e-11 1.05916e-13 -0.00039
57814.65527 57817.65527 2.02807e-11 2.41193e-12 -0.00004
57817.65527 57820.65527 9.24848e-08 3.77867e-08 13.92580
57820.65527 57823.65527 5.63930e-08 4.15466e-08 2.83866
57823.65527 57826.65527 4.36349e-08 3.26254e-08 4.63375
57826.65527 57829.65527 2.02807e-11 9.02208e-16 -0.00158
57829.65527 57832.65527 2.02807e-11 1.48033e-12 -0.00023
57832.65527 57835.65527 2.02807e-11 5.10154e-15 -0.00096
57835.65527 57838.65527 6.10387e-08 3.58876e-08 11.18260
57838.65527 57841.65527 6.43572e-08 4.40525e-08 3.97715
57841.65527 57844.65527 7.85473e-08 4.09975e-08 9.01342
57844.65527 57847.65527 2.66346e-08 2.38743e-08 3.28216
57847.65527 57850.65527 4.40587e-08 1.77968e-08 13.63110
57850.65527 57853.65527 1.52506e-08 1.74319e-08 1.09956
57853.65527 57856.65527 2.02807e-11 2.86926e-15 -0.00150
57856.65527 57859.65527 6.92916e-09 2.81320e-08 0.07139
57859.65527 57862.65527 2.02807e-11 1.47695e-14 -0.00120
57862.65527 57865.65527 1.25084e-08 3.57457e-08 0.14526
57865.65527 57868.65527 1.09083e-08 2.84541e-08 0.17778
57868.65527 57871.65527 9.80888e-08 4.53684e-08 10.36380
57871.65527 57874.65527 4.82640e-08 3.42492e-08 3.36499
57874.65527 57877.65527 7.99366e-08 4.94060e-08 3.72914
57877.65527 57880.65527 8.93291e-08 4.06763e-08 17.15410
57880.65527 57883.65527 7.90010e-08 3.47164e-08 22.04990
57883.65527 57886.65527 7.03542e-08 4.48713e-08 4.00093
57886.65527 57889.65527 8.09539e-08 3.90326e-08 9.06298
57889.65527 57892.65527 1.01707e-07 4.46837e-08 12.54220
57892.65527 57895.65527 1.51814e-07 5.23671e-08 20.88430
57895.65527 57898.65527 1.38438e-07 5.15799e-08 14.95380
57898.65527 57901.65527 5.07801e-08 3.92148e-08 6.21680
57901.65527 57904.65527 1.04572e-07 4.74460e-08 10.86200
57904.65527 57907.65527 4.98840e-08 4.78173e-08 1.51261
57907.65527 57910.65527 7.73782e-08 4.76148e-08 4.63789
57910.65527 57913.65527 5.84089e-08 3.42889e-08 5.71642
57913.65527 57916.65527 1.87443e-09 1.54164e-08 0.00443
57916.65527 57919.65527 1.03216e-07 4.53609e-08 16.45100
57919.65527 57922.65527 8.87110e-08 4.81223e-08 8.00786
57922.65527 57925.65527 4.84697e-09 2.13492e-08 0.04251
57925.65527 57928.65527 6.41757e-08 4.16556e-08 5.69007
57928.65527 57931.65527 3.20974e-08 3.29346e-08 1.41295
57931.65527 57934.65527 2.10530e-08 2.77619e-08 1.20924
57934.65527 57937.65527 9.87778e-08 5.03087e-08 8.30690
57937.65527 57940.65527 1.00132e-08 3.41631e-08 0.08200
57940.65527 57943.65527 8.22255e-08 4.31292e-08 7.82941
57943.65527 57946.65527 7.91289e-08 5.16247e-08 3.35856
57946.65527 57949.65527 4.62226e-08 4.07141e-08 3.00269
57949.65527 57952.65527 2.02807e-11 2.11677e-15 -0.00206
57952.65527 57955.65527 8.01582e-09 2.33329e-08 0.14852
57955.65527 57958.65527 5.65068e-10 2.83519e-08 0.00043
57958.65527 57961.65527 2.02807e-11 1.45774e-13 -0.00031
57961.65527 57964.65527 7.65702e-08 4.08822e-08 7.50179
57964.65527 57967.65527 2.02807e-11 8.37003e-14 -0.00022
57967.65527 57970.65527 2.96199e-08 3.18218e-08 2.04444
57970.65527 57973.65527 6.12762e-08 5.33986e-08 1.92662
57973.65527 57976.65527 3.01543e-08 3.91963e-08 0.85034
57976.65527 57979.65527 2.02807e-11 1.10415e-13 -0.00018
57979.65527 57982.65527 1.90438e-08 2.68660e-08 0.94412
57982.65527 57985.65527 5.77716e-08 3.77686e-08 5.41721
57985.65527 57988.65527 5.69882e-08 3.97284e-08 3.56362
57988.65527 57991.65527 6.98507e-08 3.90742e-08 5.75711
57991.65527 57994.65527 8.08849e-08 4.77389e-08 6.50547
57994.65527 57997.65527 5.72599e-08 3.97175e-08 3.50824
57997.65527 58000.65527 2.02807e-11 4.05920e-15 -0.00052
58000.65527 58003.65527 5.37725e-08 4.07030e-08 2.94116
58003.65527 58006.65527 4.89200e-08 4.44966e-08 1.63864
58006.65527 58009.65527 2.02807e-11 1.71621e-13 -0.00083
58009.65527 58012.65527 2.02807e-11 1.08829e-14 -0.00190
58012.65527 58015.65527 2.53700e-08 4.30241e-08 0.45484
58015.65527 58018.65527 5.31209e-08 5.36544e-08 1.39395
58018.65527 58021.65527 2.02807e-11 8.95892e-15 -0.00182
58021.65527 58024.65527 2.90237e-08 3.14976e-08 2.00871
58024.65527 58027.65527 2.34634e-08 4.38214e-08 0.30349
58027.65527 58030.65527 2.40788e-08 3.48376e-08 0.66171
58030.65527 58033.65527 3.69930e-08 2.90063e-08 3.65580
58033.65527 58036.65527 7.63726e-09 2.20397e-08 0.15056
58036.65527 58039.65527 2.02807e-11 6.80322e-14 -0.00112
58039.65527 58042.65527 8.41563e-08 3.77463e-08 15.38250
58042.65527 58045.65527 4.68051e-08 3.52981e-08 3.23581
58045.65527 58048.65527 6.46881e-08 4.32823e-08 4.07106
58048.65527 58051.65527 6.02054e-08 3.67473e-08 5.67721
58051.65527 58054.65527 5.12136e-08 3.83235e-08 4.08078
58054.65527 58057.65527 1.85818e-08 3.70594e-08 0.40818
58057.65527 58060.65527 9.34672e-08 4.77913e-08 8.00445
58060.65527 58063.65527 5.83919e-09 2.20809e-08 0.06641
58063.65527 58066.65527 1.52393e-07 5.14816e-08 19.85260
58066.65527 58069.65527 2.02807e-11 8.94067e-14 -0.00079
58069.65527 58072.65527 7.70385e-08 3.82325e-08 11.33410
58072.65527 58075.65527 9.04996e-08 4.72172e-08 6.01087
58075.65527 58078.65527 1.10598e-08 2.03746e-08 0.40050
58078.65527 58081.65527 8.58639e-08 4.15401e-08 8.31499
58081.65527 58084.65527 4.71943e-08 2.70002e-08 10.21010
58084.65527 58087.65527 2.02807e-11 3.21646e-12 -0.00042
58087.65527 58090.65527 2.79129e-08 3.57964e-08 0.94170
58090.65527 58093.65527 2.02807e-11 1.09827e-12 -0.00087
58093.65527 58096.65527 4.38153e-08 3.52582e-08 2.56337
58096.65527 58099.65527 1.75419e-08 3.32786e-08 0.34262
58099.65527 58102.65527 6.80901e-08 3.65616e-08 10.98030
58102.65527 58105.65527 2.72786e-08 2.56653e-08 2.44535
58105.65527 58108.65527 1.13124e-07 4.87796e-08 9.73041
58108.65527 58111.65527 2.41134e-08 3.37888e-08 0.69426
58111.65527 58114.65527 3.73156e-08 4.05739e-08 1.29193
58114.65527 58117.65527 9.63290e-08 4.29433e-08 10.66050
58117.65527 58120.65527 1.87520e-10 3.10673e-09 0.00003
58120.65527 58123.65527 6.23043e-08 3.36531e-08 8.68983
58123.65527 58126.65527 5.24947e-08 3.98342e-08 2.59193
58126.65527 58129.65527 3.29322e-08 2.77099e-08 3.64141
58129.65527 58132.65527 2.02807e-11 2.88234e-14 -0.00084
58132.65527 58135.65527 2.02807e-11 1.57320e-13 -0.00007
58135.65527 58138.65527 2.02807e-11 1.63741e-14 -0.00060
58138.65527 58141.65527 1.09273e-07 7.98665e-08 4.35509
58141.65527 58144.65527 3.58500e-08 3.75608e-08 1.25854
58144.65527 58147.65527 3.28875e-08 2.84379e-08 2.24366
58147.65527 58150.65527 2.02807e-11 8.23291e-14 -0.00150
58150.65527 58153.65527 8.44482e-08 9.93594e-08 1.26841
58153.65527 58156.65527 6.09180e-08 6.24748e-08 2.50560
58156.65527 58159.65527 2.02807e-11 1.12769e-12 -0.00023
58159.65527 58162.65527 3.42764e-08 4.35780e-08 0.74828
58162.65527 58165.65527 5.38041e-08 3.53873e-08 5.43969
58165.65527 58168.65527 6.18882e-08 3.93181e-08 5.32641
58168.65527 58171.65527 9.52898e-08 4.25553e-08 14.88100
58171.65527 58174.65527 4.89353e-08 3.65196e-08 3.12604
58174.65527 58177.65527 3.52161e-08 3.45107e-08 1.78573
58177.65527 58180.65527 2.02807e-11 1.82231e-12 -0.00005
58180.65527 58183.65527 2.02807e-11 5.76203e-14 -0.00020
58183.65527 58186.65527 2.02807e-11 3.82410e-15 -0.00147
58186.65527 58189.65527 5.56183e-08 3.96467e-08 3.75276
58189.65527 58192.65527 2.57880e-08 3.59472e-08 0.89594
58192.65527 58195.65527 1.64812e-07 2.05927e-07 1.11132
58213.65527 58216.65527 2.02807e-11 4.86229e-12 -0.00006
58216.65527 58219.65527 6.75387e-08 5.59198e-08 2.11852
58219.65527 58222.65527 8.52762e-08 4.59158e-08 5.89771
58222.65527 58225.65527 1.16421e-07 5.09207e-08 8.36424
58225.65527 58228.65527 4.65563e-08 3.81014e-08 2.14798
58228.65527 58231.65527 1.30944e-07 5.66843e-08 9.74039
58231.65527 58234.65527 8.57457e-08 6.37595e-08 2.63933
58234.65527 58237.65527 1.56286e-07 1.07292e-07 3.55816
58237.65527 58240.65527 3.32071e-07 6.06481e-08 82.75040
58240.65527 58243.65527 2.78600e-07 4.35057e-08 102.96500
58243.65527 58246.65527 7.94859e-07 6.26511e-08 597.72600
58246.65527 58249.65527 6.46226e-07 5.83654e-08 399.61800
58249.65527 58252.65527 2.82591e-07 4.95319e-08 112.04500
58258.65527 58261.65527 1.43827e-07 3.83210e-08 37.43440
58261.65527 58264.65527 3.08863e-07 4.84674e-08 130.18600
58264.65527 58267.65527 2.57787e-07 4.63604e-08 100.14500
58267.65527 58270.65527 2.07127e-07 4.91139e-08 43.44730
58270.65527 58273.65527 1.67984e-07 4.51833e-08 37.36780
58273.65527 58276.65527 1.26557e-07 3.82894e-08 34.18930
58276.65527 58279.65527 1.90885e-07 4.92499e-08 29.40510
58279.65527 58282.65527 1.29216e-07 4.63098e-08 20.73150
58282.65527 58285.65527 1.87173e-07 5.69147e-08 33.41340
58285.65527 58288.65527 1.27776e-07 6.95119e-08 7.83997
58288.65527 58291.65527 4.29819e-08 2.31851e-08 8.31346
58291.65527 58294.65527 7.97138e-08 2.86226e-08 15.30340
58294.65527 58297.65527 2.02807e-11 3.84689e-13 -0.00034
58303.65527 58306.65527 1.77703e-07 5.65546e-08 26.39910
58306.65527 58309.65527 3.36157e-07 5.50839e-08 107.50600
58309.65527 58312.65527 1.97361e-07 4.30183e-08 66.37650
58312.65527 58315.65527 3.00487e-07 5.18479e-08 123.41100
58315.65527 58318.65527 2.23255e-07 4.37888e-08 86.18920
58318.65527 58321.65527 2.39528e-07 4.74468e-08 76.44380
58321.65527 58324.65527 8.22968e-07 7.81900e-08 487.55000
58324.65527 58327.65527 4.69871e-07 7.36368e-08 130.41900
58327.65527 58330.65527 1.71783e-07 5.13223e-08 29.48220
58330.65527 58333.65527 1.41391e-07 4.91328e-08 22.46680
58333.65527 58336.65527 1.71776e-07 5.88919e-08 21.33340
58336.65527 58339.65527 7.30745e-08 4.08623e-08 5.15668
58339.65527 58342.65527 6.66318e-08 3.66061e-08 5.41825
58342.65527 58345.65527 3.78237e-08 2.40254e-08 4.25800
58351.65527 58354.65527 1.99378e-07 2.90775e-07 0.68701
58354.65527 58357.65527 6.56367e-08 9.28888e-08 0.77112
58357.65527 58360.65527 1.61338e-08 7.30351e-08 0.05634
58360.65527 58363.65527 1.15652e-07 8.82361e-08 3.51729
58363.65527 58366.65527 1.39594e-07 1.05281e-07 3.23820
58366.65527 58369.65527 3.36421e-07 2.99350e-07 2.19657
58369.65527 58372.65527 3.04736e-07 1.54047e-07 17.98890
58372.65527 58375.65527 1.30421e-07 5.22975e-08 11.81720
58375.65527 58378.65527 4.52145e-08 4.31891e-08 1.47159
58378.65527 58381.65527 3.09453e-08 3.10373e-08 2.75757
58381.65527 58384.65527 7.15967e-08 4.62305e-08 4.38911
58384.65527 58387.65527 9.53990e-08 4.96955e-08 11.82000
58387.65527 58390.65527 2.02807e-11 1.59738e-12 -0.00009
58390.65527 58393.65527 1.67554e-08 4.08862e-08 0.19833
58393.65527 58396.65527 2.02807e-11 2.80021e-13 -0.00110
58396.65527 58399.65527 3.80694e-08 3.65294e-08 2.97133
58414.65527 58417.65527 2.65348e-08 3.40926e-08 0.87227
58417.65527 58420.65527 3.56093e-08 2.52058e-08 3.21153
58420.65527 58423.65527 9.37520e-08 3.38294e-08 23.18620
58438.65527 58441.65527 6.59479e-08 6.23641e-08 1.71284
58441.65527 58444.65527 6.84326e-08 4.13163e-08 4.76854
58444.65527 58447.65527 2.63225e-08 3.35623e-08 0.79681
58447.65527 58450.65527 4.18101e-08 3.73431e-08 1.99649
58450.65527 58453.65527 1.31927e-08 1.87691e-08 0.83779
58453.65527 58456.65527 8.41686e-08 3.86876e-08 13.49780
